,Event_Name,Check_Event,NPC_Name,Required_Events,Required_Events_Or_1,Required_Events_Or_2,Required_Events_And_1,Required_Events_And_2,Action1,Action2,Action3,Action4,Action5,Action6,Action7,Completed
875,Ally_wounded7_hide,TRUE,Tutorial,Ally_wounded7_hide,,,,,Event:Ally_wounded7_cue_destroy,Event:Ally_wounded78,,,,,,
876,Ally_wounded8_hide,TRUE,Tutorial,Ally_wounded8_hide,,,,,Event:Ally_wounded8_cue_destroy,,,,,,,
877,Ally_wounded9_hide,TRUE,Tutorial,Ally_wounded9_hide,,,,,Event:Ally_wounded9_cue_destroy,Event:Ally_wounded910,,,,,,
878,Ally_wounded10_hide,TRUE,Tutorial,Ally_wounded10_hide,,,,,Event:Ally_wounded10_cue_destroy,,,,,,,
879,Ally_wounded11_hide,TRUE,Tutorial,Ally_wounded11_hide,,,,,Event:Ally_wounded11_cue_destroy,Event:Ally_wounded1112,,,,,,
880,Ally_wounded12_hide,TRUE,Tutorial,Ally_wounded12_hide,,,,,Event:Ally_wounded12_cue_destroy,,,,,,,
881,Ally_wounded13_hide,TRUE,Tutorial,Ally_wounded13_hide,,,,,Event:Ally_wounded13_cue_destroy,Event:Ally_wounded1314,,,,,,
882,Ally_wounded14_hide,TRUE,Tutorial,Ally_wounded14_hide,,,,,Event:Ally_wounded14_cue_destroy,,,,,,,
883,Ally_wounded12,TRUE,Tutorial,Ally_wounded12,,,,Ally_wounded2_hide,Event:Ally_wounded1234,,,,,,,
884,Ally_wounded34,TRUE,Tutorial,Ally_wounded34,,,,Ally_wounded4_hide,Event:Ally_wounded3456,,,,,,,
885,Ally_wounded56,TRUE,Tutorial,Ally_wounded56,,,,Ally_wounded6_hide,Event:Ally_wounded5678,,,,,,,
886,Ally_wounded78,TRUE,Tutorial,Ally_wounded78,,,,Ally_wounded8_hide,Event:Ally_wounded78910,,,,,,,
887,Ally_wounded910,TRUE,Tutorial,Ally_wounded910,,,,Ally_wounded10_hide,Event:Ally_wounded9101112,,,,,,,
888,Ally_wounded1112,TRUE,Tutorial,Ally_wounded1112,,,,Ally_wounded12_hide,Event:Ally_wounded11121314,,,,,,,
889,Ally_wounded1314,TRUE,Tutorial,Ally_wounded1314,,,,Ally_wounded14_hide,Event:Ally_wounded131412,,,,,,,
890,Ally_wounded1234,TRUE,Tutorial,Ally_wounded1234,,,,Ally_wounded34,Event:Ally_wounded_A_A,,,,,,,
891,Ally_wounded3456,TRUE,Tutorial,Ally_wounded3456,,,,Ally_wounded56,Event:Ally_wounded_A_B,,,,,,,
892,Ally_wounded5678,TRUE,Tutorial,Ally_wounded5678,,,,Ally_wounded78,Event:Ally_wounded_A_C,,,,,,,
893,Ally_wounded78910,TRUE,Tutorial,Ally_wounded78910,,,,Ally_wounded910,Event:Ally_wounded_A_D,,,,,,,
894,Ally_wounded9101112,TRUE,Tutorial,Ally_wounded9101112,,,,Ally_wounded1112,Event:Ally_wounded_A_E,,,,,,,
895,Ally_wounded11121314,TRUE,Tutorial,Ally_wounded11121314,,,,Ally_wounded1314,Event:Ally_wounded_A_F,,,,,,,
896,Ally_wounded131412,TRUE,Tutorial,Ally_wounded131412,,,,Ally_wounded12_hide,Event:Ally_wounded_A_G,,,,,,,
897,Ally_wounded_A_A,TRUE,Tutorial,Ally_wounded_A_A,,,,Ally_wounded56,Event:Ally_wounded_A_AD,,,,,,,
898,Ally_wounded_A_B,TRUE,Tutorial,Ally_wounded_A_B,,,,Ally_wounded78,Event:Ally_wounded_A_BE,,,,,,,
899,Ally_wounded_A_C,TRUE,Tutorial,Ally_wounded_A_C,,,,Ally_wounded910,Event:Ally_wounded_A_CF,,,,,,,
900,Ally_wounded_A_D,TRUE,Tutorial,Ally_wounded_A_D,,,,Ally_wounded1112,Event:Ally_wounded_A_DG,,,,,,,
901,Ally_wounded_A_E,TRUE,Tutorial,Ally_wounded_A_E,,,,Ally_wounded1314,Event:Ally_wounded_A_EA,,,,,,,
902,Ally_wounded_A_F,TRUE,Tutorial,Ally_wounded_A_F,,,,Ally_wounded12_hide,Event:Ally_wounded_A_FB,,,,,,,
903,Ally_wounded_A_G,TRUE,Tutorial,Ally_wounded_A_G,,,,Ally_wounded34,Event:Ally_wounded_A_GC,,,,,,,
904,Ally_wounded_A_AD,TRUE,Tutorial,Ally_wounded_A_AD,,,,Ally_wounded_A_D,Event:Ally_wounded_enough,,,,,,,
905,Ally_wounded_A_BE,TRUE,Tutorial,Ally_wounded_A_BE,,,,Ally_wounded_A_E,Event:Ally_wounded_enough,,,,,,,
906,Ally_wounded_A_CF,TRUE,Tutorial,Ally_wounded_A_CF,,,,Ally_wounded_A_F,Event:Ally_wounded_enough,,,,,,,
907,Ally_wounded_A_DG,TRUE,Tutorial,Ally_wounded_A_DG,,,,Ally_wounded_A_G,Event:Ally_wounded_enough,,,,,,,
908,Ally_wounded_A_EA,TRUE,Tutorial,Ally_wounded_A_EA,,,,Ally_wounded_A_A,Event:Ally_wounded_enough,,,,,,,
909,Ally_wounded_A_FB,TRUE,Tutorial,Ally_wounded_A_FB,,,,Ally_wounded_A_B,Event:Ally_wounded_enough,,,,,,,
910,Ally_wounded_A_GC,TRUE,Tutorial,Ally_wounded_A_GC,,,,Ally_wounded_A_C,Event:Ally_wounded_enough,,,,,,,
911,ally_by_town,TRUE,Ally_by_town,ally_by_town,,,,,Quest_Completed:quest gather for raid,Quest_Start:quest signal attack,Event:act2_sc3_start,,,,,
912,allies waiting,TRUE,Ally_forest1,allies waiting,,,,,Quest_Completed:quest signal attack,Quest_Start:quest signal attack2,Event:forest_camera_cue29,,,,,
913,Ally_forest1fight_hide,TRUE,Tutorial,Ally_forest1fight_hide,,,,,Quest_Completed:quest signal attack2,Quest_Start:quest signal attack3,Event:forest2_bandits_hide,,,,,
914,allies victory1,TRUE,Ally_forest1post,allies victory1,,,,,Set:allies victory2,Event:allies victory1 2,,,,,,
915,allies victory1 2,TRUE,Ally_forest2post,allies victory1 2,,,,,Set:allies victory2a,Event:allies victory1,,,,,,
916,allies victory2,TRUE,Tutorial,allies victory2,,,,,Event:forest2_explosion,Event:forest_camera_cue31,,,,,,
917,allies victory2a,TRUE,Tutorial,allies victory2a,,,,,Event:forest2_explosion,Event:forest_camera_cue31,,,,,,
918,forest2_explosion,TRUE,Ally_forest2post,forest2_explosion,,,,,Set:allies victory4,Event:forest2_explosionB,,,,,,
919,forest2_explosionB,TRUE,Ally_forest1post,forest2_explosionB,,,,,Set:allies victory5,,,,,,,
920,allies victory5,TRUE,Tutorial,allies victory5,,,,,Quest_Completed:quest signal attack3,Quest_Start:quest retake town,Event:forest_camera_cue32,,,,,
921,ally_in_town,TRUE,Ally_in_town,ally_in_town,,,,,Quest_Completed:quest retake town,Quest_Start:quest treat injured,Event:ally_in_townb,Event:ally_in_townc,,,,
922,ally_in_townb,TRUE,Ally_in_town,ally_in_townb,,,,,Quest_Completed:quest training act2 1,Quest_Completed:quest training act2 2,Quest_Completed:quests for students 1,Quest_Completed:quests for students 2,Quest_Completed:quests for students 3,,,
923,ally_in_townc,TRUE,Ally_in_town,ally_in_townc,,,,,Quest_Completed:quest training act2 3,Quest_Completed:quest training act2 4,Quest_Completed:quest training act2 5,Quest_Completed:quest training act2 6,,,,
924,ally_woundedF1_healed,TRUE,Ally_woundedF1,ally_woundedF1_healed,,,,,Event:healed12,Event:healed13,Event:healed14,Set:ally_woundedF1 2,,,,
925,ally_woundedF2_healed,TRUE,Ally_woundedF2,ally_woundedF2_healed,,,,,Event:healed12,Event:healed23,Event:healed24,Set:ally_woundedF2 2,,,,
926,ally_woundedF3_healed,TRUE,Ally_woundedF3,ally_woundedF3_healed,,,,,Event:healed13,Event:healed23,Event:healed34,Set:ally_woundedF3 2,,,,
927,ally_woundedF4_healed,TRUE,Ally_woundedF4,ally_woundedF4_healed,,,,,Event:healed14,Event:healed24,Event:healed34,Set:ally_woundedF4 2,,,,
928,healed12,TRUE,Tutorial,healed12,,,,ally_woundedF3_healed,Event:healed123,Event:healed124,,,,,,
929,healed13,TRUE,Tutorial,healed13,,,,ally_woundedF2_healed,Event:healed123,Event:healed134,,,,,,
930,healed14,TRUE,Tutorial,healed14,,,,ally_woundedF2_healed,Event:healed124,Event:healed134,,,,,,
931,healed23,TRUE,Tutorial,healed23,,,,ally_woundedF4_healed,Event:healed234,Event:healed123,,,,,,
932,healed24,TRUE,Tutorial,healed24,,,,ally_woundedF3_healed,Event:healed234,Event:healed124,,,,,,
933,healed34,TRUE,Tutorial,healed34,,,,ally_woundedF2_healed,Event:healed234,Event:healed134,,,,,,
934,healed123,TRUE,Tutorial,healed123,,,,ally_woundedF4_healed,Event:healed1234,,,,,,,
935,healed124,TRUE,Tutorial,healed124,,,,ally_woundedF3_healed,Event:healed1234,,,,,,,
936,healed134,TRUE,Tutorial,healed134,,,,ally_woundedF2_healed,Event:healed1234,,,,,,,
937,healed234,TRUE,Tutorial,healed234,,,,ally_woundedF1_healed,Event:healed1234,,,,,,,
938,healed1234,TRUE,Ally_in_town,healed1234,,,,,Event:act2_sc3_end,Event:act2_end,Event:act3_start,Event:act3_sc1_start,Set:ally_in_town 2,,,
939,ally_in_town 2,TRUE,Ally_in_town,ally_in_town 2,,,,,Quest_Completed:quest treat injured,Quest_Start:quest recruit mountain guard,Event:forest_camera_cue33,,,,,
940,forest_camera_cue33,TRUE,Guard pacing at gate,forest_camera_cue33,,,,,Set:Guard pacing at gate 3,Quest_Completed:quest objective learn to fight,Quest_Completed:quest meet other sifu,,,,,
941,Guard pacing at gate 3,TRUE,Guard pacing at gate,Guard pacing at gate 3,,,,,Quest_Completed:quest recruit mountain guard,Quest_Start:quest return message to forest town,Set:Guard pacing at gate 4,Event:guard_message_sent,,,,
942,Guard pacing at gate 4,TRUE,Guard pacing at gate,Guard pacing at gate 4,,,,,Quest_Start:quest boots,Set:Guard pacing at gate 5,Event:boots_set1,,,,,
943,boots_pickup,TRUE,Tutorial,boots_pickup,,,,,Event:plateau_camera_cue7,,,,,,,
944,plateau_camera_cue7_post,TRUE,Tutorial,plateau_camera_cue7_post,,,,,Event:plateau_camera_cue7_destroy,Set_Narrator:narrator boots,Event:Narratormanbootsdon#Event_Action=Cue_Narrator_Dialogue,,,,,
945,boots_hide,TRUE,Tutorial,boots_hide,,,,,Quest_Completed:quest boots,Quest_Start:quest boots 2,Activate_Boots:NULL,Event:boots_hide2,,,,
946,boots_hide2,TRUE,Guard messenger,boots_hide2,,,,,Set:guard messenger 2,,,,,,,
947,guard messenger 2,TRUE,Guard messenger,guard messenger 2,,,,,Set:guard messenger 3,Event:forest_camera_cue35,Event:guard messenger 2b,,,,,
948,boots_doff,TRUE,Tutorial,boots_doff,,,,,Deactivate_Boots:NULL,Quest_Completed:quest boots 2,,,,,,
949,forest_camera_cue35_post,TRUE,Guard friend,forest_camera_cue35_post,,,,,Set:guard friend 2,Event:forest_camera_cue35_destroy,,,,,,
950,forest_camera_cue35_destroy,TRUE,Tutorial,forest_camera_cue35_destroy,,,,,Set_Narrator:narrator boots2,Event:Narratormanbootsdoff#Event_Action=Cue_Narrator_Dialogue,Add_Level:run_endurance,,,,,
951,mom of red1,TRUE,Tutorial,mom of red1,,,,,Event:listen_red1_reveal,,,,,,,
952,listen_red1_start,TRUE,listen_red1,listen_red1_start,,,,,Unprompted_Dialogue:NULL,,,,,,,
953,listen_red1,TRUE,Red1,listen_red1,,,,,Set:red1 a,Event:listen_red2_reveal,Event:listen_red1_hide,Event:red1_walk,,,,
954,listen_red2_start,TRUE,listen_red2,listen_red2_start,,,,,Unprompted_Dialogue:NULL,,,,,,,
955,listen_red2,TRUE,listen_red2,listen_red2,,,,,Event:listen_red2_hide,,,,,,,
956,listen_red3_start,TRUE,listen_red3,listen_red3_start,,,,,Unprompted_Dialogue:NULL,,,,,,,
957,listen_red3,TRUE,listen_red3,listen_red3,,,,,Event:listen_red3_hide,,,,,,,
958,listen_red4_start,TRUE,listen_red4,listen_red4_start,,,,,Unprompted_Dialogue:NULL,,,,,,,
959,listen_red4,TRUE,listen_red4,listen_red4,,,,,Event:listen_red4_hide,,,,,,,
960,listen_red5_start,TRUE,listen_red5,listen_red5_start,,,,,Unprompted_Dialogue:NULL,,,,,,,
961,listen_red5,TRUE,listen_red5,listen_red5,,,,,Event:listen_red5_hide,,,,,,,
962,red1 a,TRUE,Red1,red1 a,,,,,Set:red1 b,,,,,,,
963,red1 b,TRUE,Red1,red1 b,,,,,Set:red1 c,,,,,,,
964,red1_path_end,TRUE,Red1,red1_path_end,,,,,Set:red1 final,Event:red1_path_end2,,,,,,
965,red1_path_end2,TRUE,Dad of Red,red1_path_end2,,,,,Set:dad of red2,,,,,,,
966,dad of red2,TRUE,Tutorial,dad of red2,,,,,Event:plateau_camera_cue8,,,,,,,
967,red1_hide,TRUE,Dad of Red,red1_hide,,,,,Set:dad of red3,Event:red1_hide2,Event:listen_red_all_hide,,,,,
968,red1_hide2,TRUE,Mom of Red,red1_hide2,,,,,Set:mom of red not seen,Event:red3 1,Event:red3 2,Event:red3 3,Event:red3 4,,,
969,red3 1,TRUE,Mom of Red,red3 1,,,,red1 a,Set:mom of red seen once,,,,,,,
970,red3 2,TRUE,Red3,red3 2,,,,red1 a,Set:red if you are seen once,,,,,,,
971,red3 3,TRUE,Mom of Red,red3 3,,,,red1 c,Set:mom of red seen more than once,,,,,,,
972,red3 4,TRUE,Red3,red3 4,,,,red1 c,Set:red if you are seen more than once,,,,,,,
973,act3_start,TRUE,Tutorial,act3_start,,,,,Event:act3_set1,Event:act3_set2,Event:act3_set3,Event:act3_set4,Event:act3_set5,,,
974,act3_set1,TRUE,Mayor2,act3_set1,,,,,Set:mayor2 act3,,,,,,,
975,act3_set2,TRUE,Woman in town,act3_set2,,,,,Set:woman in town 3,,,,,,,
976,act3_set3,TRUE,Mayor3,act3_set3,,,,,Set:mayor3 act3,,,,,,,
977,act3_set4,TRUE,Refugee Woman,act3_set4,,,,,Set:refugee huddle1 4,,,,,,,
978,act3_set5,TRUE,Refugee Man,act3_set5,,,,,Set:refugee huddle2 6,,,,,,,
979,boots_set1,TRUE,Mayor3,boots_set1,,,,,Set:mayor3 act3 boots,,,,,,,
980,guard messenger 2b,TRUE,Mayor3,guard messenger 2b,,,,,Set:mayor3 act3,,,,,,,
981,guard_message_sent,TRUE,Scout5,guard_message_sent,,,,,Set:scout5 2,Event:act3_sc1_end,Event:act3_sc2_start,,,,,
982,scout5 2,TRUE,Scout5,scout5 2,,,,,Set:scout5 3,Event:forest_camera_cue34,,,,,,
983,costume_cue_act3,TRUE,Tutorial,costume_cue_act3,,,,,Set_Costume:act3,,,,,,,
984,scout5 3,TRUE,Scout5,scout5 3,,,,,Set:scout5 4,Quest_Completed:quest return message to forest town,Quest_Start:quest clear the way,Event:act3_tasks,,,,
985,scout5 4,TRUE,Scout5,scout5 4,,,,,Set:scout5 9,Remove:scout5 9,,,,,,
986,scout5 9,TRUE,Scout5,scout5 9,,,,,Set:scout5 4,Remove:scout5 4,,,,,,
987,act3_tasks,TRUE,Tutorial,act3_tasks,,,pass1_hide,pass3_hide,Quest_Completed:quest clear the way,Quest_Start:quest rally for final assault,Event:act3_sc2_end,Event:act3_sc3_start,Event:act3_sc3_1,,,
988,act3_sc2_end,TRUE,Ally_forward,act3_sc2_end,,,,,Set:ally forward 2,,,,,,,
989,act3_sc3_1,TRUE,Refugee Man,act3_sc3_1,,,,,Set:refugee huddle2 8,,,,,,,
990,Ally_wounded_enough,TRUE,Refugee Man,Ally_wounded_enough,,,,,Set:refugee huddle2 7,,,,,,,
991,refugee huddle2 7,TRUE,Refugee Man,refugee huddle2 7,,,,act3_sc3_1,Set:refugee huddle2 8,,,,,,,
992,scout6 1,TRUE,Scout6,scout6 1,,,,,Quest_Completed:quest rally for final assault,Quest_Start:quest final assault 1,Event:fishing_camera_cue11,,,,,
993,scout7 hiding in bushes,TRUE,Scout7,scout7 hiding in bushes,,,,,Quest_Completed:quest final assault 1,Quest_Start:quest final assault 2,Event:fishing_camera_cue12,,,,,
994,signal_beach1,TRUE,Tutorial,signal_beach1,,,,,Event:act3_sc3_tasks,XQuest_Line_Strike:quest final assault 2=2,,,,,,
995,beach_cleared,TRUE,Raider_swamp1,beach_cleared,,,,,Event:act3_sc3_tasks,Event:listen_swamp1_hide,Call:defeat_hide,XQuest_Line_Strike:quest final assault 2=1,,,,
996,act3_sc3_tasks,TRUE,Tutorial,act3_sc3_tasks,,,beach_cleared,signal_beach1,Event:fishing_camera_cue13,Quest_Completed:quest final assault 2,,,,,,
997,ally waiting1,TRUE,Tutorial,ally waiting1,,,,,XQuest_Completed:quest final assault 2,XQuest_Start:quest final assault 3,,,,,,
998,canon_fired,TRUE,Scout8,canon_fired,,,,,Set:ally waiting2,Event:canon_fired1,,,,,,
999,canon_fired1,TRUE,Ally_fishing1post,canon_fired1,,,,,Set:ally waiting2a,,,,,,,
1000,ally waiting2,TRUE,Tutorial,ally waiting2,,,,,XQuest_Completed:quest final assault 3,,,,,,,
1001,boss_monologue,TRUE,Raider_fishing30,boss_monologue,,,,,Unprompted_Dialogue:NULL,,,,,,,
1002,boss arrives,TRUE,Raider_fishing30,boss arrives,,,,,Call:npc_combat_start,Event:boss_fight1,Event:boss_fight2,Event:boss_fight3,,,,
1003,boss_fight1,TRUE,Raider_fishing29,boss_fight1,,,,,Call:npc_combat_start,Event:boss_fight4,Event:boss_fight5,,,,,
1004,boss_fight2,TRUE,Raider_fishing28,boss_fight2,,,,,,,,,,,,
1005,boss_fight3,TRUE,Raider_fishing27,boss_fight3,,,,,,,,,,,,
1006,boss_fight4,TRUE,Scout8,boss_fight4,,,,,,,,,,,,
1007,boss_fight5,TRUE,Ally_fishing1post,boss_fight5,,,,,,,,,,,,
1008,boss_defeated,TRUE,Raider_fishing30,boss_defeated,,,,,Call:npc_combat_stop,Event:boss_end1,Event:boss_end2,Event:boss_end3,Event:fishing_camera_cue14,,,
1009,boss_end1,TRUE,Raider_fishing29,boss_end1,,,,,Call:npc_combat_stop,Event:boss_end4,Event:boss_end5,,,,,
1010,boss_end2,TRUE,Raider_fishing28,boss_end2,,,,,,,,,,,,
1011,boss_end3,TRUE,Raider_fishing27,boss_end3,,,,,,,,,,,,
1012,boss_end4,TRUE,Scout8,boss_end4,,,,,,,,,,,,
1013,boss_end5,TRUE,Ally_fishing1post,boss_end5,,,,,,,,,,,,
1014,boss_defeat_speech,TRUE,Raider_fishing32,boss_defeat_speech,,,,,Set:boss beaten,Unprompted_Dialogue:NULL,,,,,,
1015,boss beaten,TRUE,Tutorial,boss beaten,,,,,Event:fishing_camera_cue15,,,,,,,
1016,roll_credits,TRUE,Tutorial,roll_credits,,,,,Event:Roll_Credits#Event_Action=Roll_Credits,Event:Roll_Credits1#Event_Action=Disable_Move,,,,,,
1017,dam_removed,TRUE,Tutorial,dam_removed,,,,,Event:dam_removed1,Event:dam_removed2,Event:dam_removed3,Event:seal1,Quest_Line_Strike:quest seal mountain pass=2,,,
1018,dam_removed1,TRUE,Tutorial,dam_removed1,,top_rocks_cascade,,,Event:dam_first,Event:surface_path3_reveal,,,,,,
1019,top_rocks_cascade,TRUE,Tutorial,top_rocks_cascade,,,,,Event:top_rocks_cascade1,,,,,,,
1020,top_rocks_cascade1,TRUE,Tutorial,top_rocks_cascade1,,dam_removed,,,Event:cascade_first,,,,,,,
1021,dam_removed2,TRUE,Tutorial,dam_removed2,,,,dam_first,NULL,Event:plateau_camera_cue9,,,,,,
1022,dam_first,TRUE,Tutorial,dam_first,,,,,Event:surface_path3_reveal,,,,,,,
1023,dam_removed3,TRUE,Tutorial,dam_removed3,,,,cascade_first,Event:surface_path2_reveal,Event:plateau_camera_cue9,,,,,,
1024,top_rocks_destroy2,TRUE,Tutorial,top_rocks_destroy2,,,,,Event:seal2,Quest_Line_Strike:quest seal mountain pass=1,,,,,,
1025,top_rocks_destroy3,TRUE,Tutorial,top_rocks_destroy3,,,,,Event:seal3,Quest_Line_Strike:quest seal mountain pass=1,,,,,,
1026,seal1,TRUE,Tutorial,seal1,,,seal2,seal3,Quest_Completed:quest seal mountain pass,,,,,,,
1027,plateau_camera_cue9_post,TRUE,Tutorial,plateau_camera_cue9_post,,,,,Event:plateau_camera_cue9_destroy,,,,,,,
